### Traits ###

gary_prime_2_point_oh;Gary Prime 2.0;;;;;;;;;;;;;x
gary_prime_2_point_oh_desc;This Gary has ascended. He is no longer Gary. He is... GARY.;;;;;;;;;;;;;x

e_horse_lord;Horse Lord's Horse-Horde;;;;;;;;;;;;;x
horse_lord;Horse Lord;;;;;;;;;;;;;x

e_gary;Gary;;;;;;;;;;;;;x
gary_lord;Gary;;;;;;;;;;;;;x


k_kemet;Kemet;;;;;;;;;;;;;x
pharoah;Pharoah;;;;;;;;;;;;;x
kemetic;Kemetic;;;;;;;;;;;;;x
kemetic_desc;Kemeticism is the ancient religion of the Old Kingdom of Egypt, spanning through to Egypt's fall to the Roman Empire. As the mythology spans across nearly three millennia, the myths and gods of the faith vary, however there is a common thread of Maat, Ra, Osiris, and others, throughout the entire history of the faith.;;;;;;;;;;;;;x
AMUN_RA;Amun-Ra;;;;;;;;;;;;;x
MUT;Mut;;;;;;;;;;;;;x
OSIRIS;Osiris;;;;;;;;;;;;;x
ANUBIS;Anubis;;;;;;;;;;;;;x
HORUS;Horus;;;;;;;;;;;;;x
THOTH;Thoth;;;;;;;;;;;;;x
HATHOR;Hathor;;;;;;;;;;;;;x
SEKHMET;Sekhmet;;;;;;;;;;;;;x
GEB;Geb;;;;;;;;;;;;;x
APEP;Apep;;;;;;;;;;;;;x
SETH;Seth;;;;;;;;;;;;;x

city_of_gold;Legendary City of Gold;;;;;;;;;;;;;x
MIDAS_PLAGUE_INFO;This province has been struck with the Midas Plague - an incredibly deadly disease that either leaves the afflicted horribly maimed by only transforming extremeties, or spreads from the torso until it leaves a statue of solid gold.;;;;;;;;;;;;;x

### buildings ###

city_of_gold;Lost City of Gold;;;;;;;;;;;;;x
city_of_gold_desc;After a run-in with the Dungeon Master, this city found itself built on the sight of inexhaustible gold mines, and a deadly and terrible disease.;;;;;;;;;;;;;x

fountain_of_youth;Fountain of Youth;;;;;;;;;;;;;x
fountain_of_youth_desc;The mythical Fountain of Youth was discovered in the foundations of a temple in this very province. Naturally, the ruler of the province takes a great interest in such a find...;;;;;;;;;;;;;x

### Artifacts ###

cursed_ring;Cursed Ring;;;;;;;;;;;;;x
cursed_ring_desc;This is one of the nine cursed rings given out by the Dungeon Master's good friend to the mortal rulers of kingdoms.;;;;;;;;;;;;;x

cursed_ring_of_one;Cursed Ring of One;;;;;;;;;;;;;x
cursed_ring_of_one_desc;A strange glowing ring owned by the Dungeon Master, it bears a striking resemblance to the other cursed rings.;;;;;;;;;;;;;x

stinkrot_reaver;Fish;;;;;;;;;;;;;x
stinkrot_reaver_desc;This is a fish, you could potentially hit people with it, or use it as a makeshift mining tool, but it has feelings too.;;;;;;;;;;;;;x

blackfish_scale;Fish;;;;;;;;;;;;;x
blackfish_scale_desc;From a distance this armour looks to be oddly coloured chainmail, until you get close enough to realise that it is simply fish scales, haphazardly crafted to mimic the appearance of chainmail, with absolutely none of the benefits.;;;;;;;;;;;;;x

wyvernball_1;One-Star Wyvernball;;;;;;;;;;;;;x
wyvernball_2;Two-Star Wyvernball;;;;;;;;;;;;;x
wyvernball_3;Three-Star Wyvernball;;;;;;;;;;;;;x
wyvernball_4;Four-Star Wyvernball;;;;;;;;;;;;;x
wyvernball_5;Five-Star Wyvernball;;;;;;;;;;;;;x
wyvernball_6;Six-Star Wyvernball;;;;;;;;;;;;;x
wyvernball_7;Seven-Star Wyvernball;;;;;;;;;;;;;x
wyvernball_1_desc;The One-Star Wyvernball, collect all seven for a mythical gift from the heavens!;;;;;;;;;;;;;x
wyvernball_2_desc;The Two-Star Wyvernball, collect all seven for a mythical gift from the heavens!;;;;;;;;;;;;;x
wyvernball_3_desc;The Three-Star Wyvernball, collect all seven for a mythical gift from the heavens!;;;;;;;;;;;;;x
wyvernball_4_desc;The Four-Star Wyvernball, collect all seven for a mythical gift from the heavens!;;;;;;;;;;;;;x
wyvernball_5_desc;The Five-Star Wyvernball, collect all seven for a mythical gift from the heavens!;;;;;;;;;;;;;x
wyvernball_6_desc;The Six-Star Wyvernball, collect all seven for a mythical gift from the heavens!;;;;;;;;;;;;;x
wyvernball_7_desc;The Seven-Star Wyvernball, collect all seven for a mythical gift from the heavens!;;;;;;;;;;;;;x

wyvern_armour;Wyvern Armour;;;;;;;;;;;;;x
wyvern_sword;Wyvern Sword;;;;;;;;;;;;;x
wyvern_helmet;Wyvern Helmet;;;;;;;;;;;;;x
wyvern_amulet;Wyvern Amulet;;;;;;;;;;;;;x
wyvern_armour_desc;A powerful set of mythical Wyvern Armour given as a gift to one who was able to unify all seven of the Wyvernballs.;;;;;;;;;;;;;x
wyvern_sword_desc;The mighty Wyvern Sword gifted to the person who united the Wyvernballs. It still glows with the might of the skies.;;;;;;;;;;;;;x
wyvern_helmet_desc;The Helmet of the unicorn gifted to its friend, the Wyvern, who in turn gifted it to the one who collected all of the Wyvernballs.;;;;;;;;;;;;;x
wyvern_amulet_desc;The original dragon amulet of the Wyvern, copied meticulously by chinese jewelers throughout the ages.;;;;;;;;;;;;;x


### Event Modifiers ###

the_purge;The Purge;;;;;;;;;;;;;x
the_purge_desc;For 12 months everyone has decided to turn a blind eye to crimes and attrocities.;;;;;;;;;;;;;x

dwarf_fortress;Dwarf Fortress;;;;;;;;;;;;;x
dwarf_fortress_desc;For some strange reason, this person seems to have some extremely skilled defenders.;;;;;;;;;;;;;x

mud_wraps;Mud Wraps;;;;;;;;;;;;;x
mud_wraps_desc;This character decided that health was more important than appearances.;;;;;;;;;;;;;x

sacrifices_for_beauty;Sore and Sweaty;;;;;;;;;;;;;x
sacrifices_for_beauty_desc;After a spar day this character decided that sometimes looking good is better than feeling good.;;;;;;;;;;;;;x

### Decisions ###

begin_DMCore;Awaken the Dungeon Master!;;;;;;;;;;;;;x
begin_DMCore_desc;The Dungeon Master will awaken. Every 15 years he will present the world with an event ranging from amusing to downright catastrophic.;;;;;;;;;;;;;x

death_note_decision;Tell Name to the Dungeon Master;;;;;;;;;;;;;x
death_note_decision_desc;You can speak this characters name to the Dungeon Master, who in turn will write their name in the Murder Book, resulting in the characters death. There family wont be best pleased by this...;;;;;;;;;;;;;x

get_out_of_jail_free;Use Get Out of Jail Free Card;;;;;;;;;;;;;x
get_out_of_jail_free_desc;Use the Get Out of Jail Free Card given to you by the Dungeon Master to guarantee your freedom. Warning: This is a single-use item and will be consumed!;;;;;;;;;;;;;x

unite_the_wyvernballs;Unite the Wyvernballs;;;;;;;;;;;;;x
unite_the_wyvernballs_desc;Myths say when all seven Wyvernballs are united then a great power will be granted to the owner.;;;;;;;;;;;;;x
show_wyvernballs;Display the Wyvernballs;;;;;;;;;;;;;x
show_wyvernballs_desc;Show the current owners of the seven Wyvernballs.;;;;;;;;;;;;;x

### Bloodlines ###

wyvern_bloodline;Wyvern Blood;;;;;;;;;;;;;x
wyvern_bloodline_desc;This character carries the blood of [target_bloodline_founder.GetHerHim] who united the Wyvernballs against all odds.;;;;;;;;;;;;;x

### Tombola Mechanics ###

DMCoretitle1;Dungeon Master Cometh;;;;;;;;;;;;;x
DMCoredesc1;"Mortals, it is time once again for my influence to help shape this world! Brace yourself for the mediocre, or the insane. The unbalanced, or the overpowered!" 
Random Number of the Day is: [global_eventTombola.GetValue];;;;;;;;;;;;;x
DMCore1OptA;"Brace yourselves!";;;;;;;;;;;;;x

### Custom Tooltip ###

DMAwakens;The Dungeon Master awakens...;;;;;;;;;;;;;x
DMMultiplayer;In §GMultiplayer§!, one player will be the messenger of the Dungeon Master, this will be the player that fires the decision.;;;;;;;;;;;;;x
DMWarning;§RWarning§!: The first event will fire immediately, be prepared!;;;;;;;;;;;;;x
dungeon_master_rolls;Dungeon Master rolls his dice...;;;;;;;;;;;;;x

wyvernballs_are_scattered;§KWarning§!: The Wyvernballs will be scattered throughout the world once again!;;;;;;;;;;;;;x

remove_illness;All §GPhysical§! and §GMental illnesses§! will be cured!;;;;;;;;;;;;;x
remove_genetic_issues;All §GGenetic Abnormalities§! will be removed!;;;;;;;;;;;;;x

collected_all_wyvernballs;Has collected all seven Wyvernballs;;;;;;;;;;;;;x

### Mechanics ###

DMmanagementtitle101;After the End?!;;;;;;;;;;;;;x
DMmanagementdesc101;"Well, well, well, this is not quite right is it? 
America? That's going to stop things working properly. Not my jurisdiction you see. Already enough chaos there to last a life time. Look, I can offer you the usual chaos, here and there, but that's it.";;;;;;;;;;;;;x
DMmanagementOptA;"Oh, nevermind then.";;;;;;;;;;;;;x
DMmanagementTooltip1;Certain events have been disabled to allow for compatibility with After the Ends wacky Empire mechanics!;;;;;;;;;;;;;x

### Events ###

DMCoretitle3;Dungeon Master Awakens;;;;;;;;;;;;;x
DMCoredesc3;"Greetings players of the game, I am the Dungeon Master, guider of destiny and occasional roller of dice. What a boring player - you're playing the regular game this time around I see? I have adjusted the dice rolls and outcomes to fit a base game map, or at least a map that is fairly close to that. Good luck...";;;;;;;;;;;;;x
DMCore3OptA;"What did he call me?";;;;;;;;;;;;;x

DMCoretitle4;Dungeon Master Awakens;;;;;;;;;;;;;x
DMCoredesc4;"Greetings players of the game, I am the Dungeon Master, guider of destiny and occasional roller of dice.\nA contratian not happy with the base game? Fine. I have adjusted the dice rolls and outcomes to fit your total conversion mod, or at least a map that is fairly close to that. Good luck...";;;;;;;;;;;;;x
DMCore4OptA;"What did he call me?";;;;;;;;;;;;;x

DMCoreEvttitle1;Prince and the Pauper;;;;;;;;;;;;;x
DMCoreEvtdesc1;The Dungeon Master has decided to redistribute the world's wealth equally - unfortunately, he himself is in a staggering amount of debt due to his crippling addiction to mobile games. After the money is gathered up and equalised the grand total is... less than what everyone expected.;;;;;;;;;;;;;x
DMCoreEvt1OptA;"How many lootboxes!?";;;;;;;;;;;;;x
DMEventTooltip1;All landed rulers fall into debt equal to their average earnings.;;;;;;;;;;;;;x

DMCoreEvttitle2;Lover's Lab;;;;;;;;;;;;;x
DMCoreEvtdesc2;"I've recently concocted a new potion!" cries the Dungeon Master, "Okay, fine, it's my bathwater - but I've been told it's incredibly potent stuff! I call it "Gamer Guy Bathwater" and my favourite game is getting you all to take a sip!";;;;;;;;;;;;;x
DMCoreEvt2OptA;"There's something floating in it!";;;;;;;;;;;;;x
DMEventTooltip2;All landed rulers become Lustful Hedonists.;;;;;;;;;;;;;x

DMCoreEvttitle3;The All Father...?;;;;;;;;;;;;;x
DMCoreEvtdesc3;It's no secret that the Dungeon Master, like most Dungeon Masters, is an incredibly lonely and isolated man, living out his fantasies by controlling the lives of characters all day for his sadistic enjoyment. "I just wish I could have a family of my own..." says the Dungeon Master with a solemn sigh, "Wait a minute! That's it! Oh, ladies!";;;;;;;;;;;;;x
DMCoreEvt3OptA;"What do you mean 'he called it his special move'!?";;;;;;;;;;;;;x
DMEventTooltip3;All married ruler's wives become mysteriously pregnant.;;;;;;;;;;;;;x

DMCoreEvttitle4;There Can Be Only One;;;;;;;;;;;;;x
DMCoreEvtdesc4;"Sometimes it's not fun being the only omnipotent immortal being in this realm, well besides all those characters that conveniently became immortal gods through some convoluted event chain. Anyway, let's sprinkle some more deus ex machina out there and see what chaos they can cause!";;;;;;;;;;;;;x
DMCoreEvt4OptA;"This is the end of civilisation as we know it...";;;;;;;;;;;;;x
DMEventTooltip4;Twenty rulers ascend to become Immortal rulers of Destiny, who are rivals with one another.;;;;;;;;;;;;;x

DMCoreEvttitle5;Happy Birthday!;;;;;;;;;;;;;x
DMCoreEvtdesc5;"You mortals, always growing old and dying and having your children cry or complain about whatever the hell 'gavelkind' is, it's such a dull affair - let's speed it up! Or reverse it! Now if I could get some volunteers... how about you, with the fancy hat!";;;;;;;;;;;;;x
DMCoreEvt5OptA;"Fetch a priest... or a doctor! Or both!";;;;;;;;;;;;;x
DMEventTooltip5;Kings ages will adjust randomly anywhere between minus 30 to plus 30 years of age. Affected characters will be given the §RAge Shifted§! trait.;;;;;;;;;;;;;x

DMCoreEvttitle6;Chaos Reigns!;;;;;;;;;;;;;x
DMCoreEvtdesc6;"You with your fancy chairs and castles, you make rules for other people and don't follow them yourselves! It makes me sick, playing with peoples lives like that. Well we're taking away the rules, morality is out the window. Do whatever you want, good luck with your squishy moral existence now it's an equal playing field!";;;;;;;;;;;;;x
DMCoreEvt6OptA;"You're telling me people have just... stopped caring?";;;;;;;;;;;;;x
DMEventTooltip6;All landed rules have become morally flexible, §Garrests§! and §Gplots§! will be far easier for the next year!;;;;;;;;;;;;;x

DMCoreEvttitle7;Short Fortress;;;;;;;;;;;;;x
DMCoreEvtdesc7;"This is gonna be sweet" mutters the Dungeon Master as he clicks his fingers. Reports of rulers drastically shrinking, becoming stubborn, and gaining the uncanny ability of defence become known far and wide. No one quite understands why.;;;;;;;;;;;;;x
DMCoreEvt7OptA;"These bastions of short men make for formidable defenders.";;;;;;;;;;;;;x
DMEventTooltip7;Some lucky rulers lose height but make up for it in their defensive skills.;;;;;;;;;;;;;x

DMCoreEvttitle8;Renderer Thigh;;;;;;;;;;;;;x
DMCoreEvtdesc8;"The greatest mystery of all!" proclaims the Dungeon Master "Long ago my brother died horribly in a fish related incident, and as the river became stained with his blood he cried out "RENDERER THIGH!" and still to this day I have no idea what the hell he was talking about. For whoever solves the challenge of the Renderer Thigh, I will grant you a gift beyond even those of your wildest dreams and fantasies!";;;;;;;;;;;;;x
DMCoreEvt8OptA;"A... what?";;;;;;;;;;;;;x
DMEventTooltip8;Everyone becomes more confused.;;;;;;;;;;;;;x

DMCoreEvttitle9;[poopy.GetName] Latrine Disaster;;;;;;;;;;;;;x
DMCoreEvtdesc9;Your spymaster receives word of a castle in [poopy.GetName] that suffered a terrible tragedy - the ruler was hosting a gathering for all the lords and ladies of the realm. Unfortuantely, the weight was too much for the castle to bear and the entire dining area fell into a latrine pit, causing all who attended to drown horribly in the remains of the feasts from the week prior...;;;;;;;;;;;;;x
DMCoreEvt9OptA;"I think I'm going to be sick...";;;;;;;;;;;;;x
DMEventTooltip9;The provincial ruler, and all courtiers, drown horrible in a fecal related accident.;;;;;;;;;;;;;x

DMCoreEvttitle10;Murder Book;;;;;;;;;;;;;x
DMCoreEvtdesc10;"You know, around here somewhere I have a very magic book, and on each page I can write the name of my enemies and they just seem to disappear! I'll do you all a favour - you tell me a name and I'll write it down on your behalf! And people say I never do anything nice around here.";;;;;;;;;;;;;x
DMCoreEvt10OptA;"Maybe we should post some more guards...";;;;;;;;;;;;;x
DMEventTooltip10;Every character gets a permanent, single-use, decision that will instantly kill one their enemies. Be warned - this murder will be publicly known by the person's surviving family.;;;;;;;;;;;;;x

DMCoreEvttitle11;The Greatest Gift;;;;;;;;;;;;;x
DMCoreEvtdesc11;"Sometimes I think I am far too cruel. Today is your lucky day my friend, to you I give the greatest gift of all. It might help you against some of my... other plans.";;;;;;;;;;;;;x
DMCoreEvt11OptA;"I feel... strange...?";;;;;;;;;;;;;x
DMEventTooltip11;You sense a great adventure approaching...;;;;;;;;;;;;;x
DMCoreFollowTooltip1;You hear cackling off in the distance...;;;;;;;;;;;;;x

DMCoreEvttitle12;Plague Inc.;;;;;;;;;;;;;x
DMCoreEvtdesc12;"I have a friend I want to introduce you to" begins the Dungeon Master "He is very dear to me, and very very skilled with alchemy. I think you'll both get along well!";;;;;;;;;;;;;x
DMCoreEvt12OptA;"This could be useful, I am going into battle...";;;;;;;;;;;;;x
DMEventTooltip12;A man approaches...;;;;;;;;;;;;;x

DMCoreEvttitle13;Mature Student;;;;;;;;;;;;;x
DMCoreEvtdesc13;"You know, I didn't actually train to be a Dungeon Master until late into my 600s, before then I was a maths teacher, but I didn't want to be that cruel my entire life. I think you all deserve a second chance as well!";;;;;;;;;;;;;x
DMCoreEvt13OptA;"My head...";;;;;;;;;;;;;x
DMEventTooltip13;All rulers gain a second education.;;;;;;;;;;;;;x

DMCoreEvttitle14;Mrs Doubtfire.;;;;;;;;;;;;;x
DMCoreEvtdesc14;"One my favourite movies," begins the Dungeon Master, "is Lethal weapon two. Anyway, I'm flipping all your sexes, enjoy!";;;;;;;;;;;;;x
DMCoreEvt14OptA;"Wait wha.. AGH!";;;;;;;;;;;;;x
DMEventTooltip14;All landed rulers flip sex, forever.;;;;;;;;;;;;;x

DMCoreEvttitle15;Facts and Logic;;;;;;;;;;;;;x
DMCoreEvtdesc15;"I've been doing some science recently, and I have discovered that actually [religion_destroyed.GetName] is wrong. All wrong. It always has been. Here's my notes, do with it what you will.";;;;;;;;;;;;;x
DMCoreEvt15OptA;"Is he allowed to say that?";;;;;;;;;;;;;x
DMEventTooltip15;All [religion_destroyed.GetName] rulers will convert to a heresy or other religion of the same group.;;;;;;;;;;;;;x

DMCoreEvttitle16;Player's Well Known Battlegrounds;;;;;;;;;;;;;x
DMCoreEvtdesc16;"I get a strange feeling that some of you really like going out there and killing each other just for the sport of it. Well all good sports deserve a trophy! Whoever holds [battle_royale.GetName] by the end of 6 years will be given a prize worthy of such bloodshed!";;;;;;;;;;;;;x
DMCoreEvt16OptA;"Ready the troops...?";;;;;;;;;;;;;x
DMEventTooltip16;All rulers are given a claim on [battle_royale.GetName] and whoever holds the province after six years have elapsed will be granted massive amounts of gold, prestige, and piety!;;;;;;;;;;;;;x

DMCoreEvttitle17;Thunderous Applause;;;;;;;;;;;;;x
DMCoreEvtdesc17;"It's like the old expression goes 'Never trust an ambitious chancellor who has his eyes on your primary title and wants to usurp the republic'... wait no, I just made that up...";;;;;;;;;;;;;x
DMCoreEvt17OptA;"So this is how democracy dies...";;;;;;;;;;;;;x
DMEventTooltip17;All unlanded, ambitious chancellors will usurp their lieges primary title!;;;;;;;;;;;;;x

DMCoreEvttitle18;Home Sweet Home..?;;;;;;;;;;;;;x
DMCoreEvtdesc18;"Does it not get boring sitting around in your big fancy castle, with all your nice furniture, and your nice servants speaking your nice language?" asks the Dungeon Master, "You need to try something different! Spice up your life a little!";;;;;;;;;;;;;x
DMCoreEvt18OptA;"There's no place like... home?";;;;;;;;;;;;;x
DMEventTooltip18;Rulers selected at random will have their capital swapped with another random ruler!;;;;;;;;;;;;;x

DMCoreEvttitle19;Friends in Low Places;;;;;;;;;;;;;x
DMCoreEvtdesc19;"I know a guy, a really good guy, a great friend of mine..." says the Dungeon Master, peering over his shoulder as if he's expecting someone, "And I sort of owe him. In exchange for not interupting with my meddling, I promised I'd help him out with a small thing that's been bothering him a few... thousand years. A small, popey, problem...";;;;;;;;;;;;;x
DMCoreEvt19OptA;"You're saying they've all gone a bit strange?";;;;;;;;;;;;;x
DMEventTooltip19;All religious heads seems to fall under a strange influence...;;;;;;;;;;;;;x

DMCoreEvttitle20;Lobotomiser!;;;;;;;;;;;;;x
DMCoreEvtdesc20;"I've been working on a machine in my spare time, it's nothing too impressive, just do me a favour and put your face on it... right there, that's it! Now you might feel a slight tingle in your nervous system...";;;;;;;;;;;;;x
DMCoreEvt20OptA;"Please stop milling about. Really.";;;;;;;;;;;;;x
DMEventTooltip20;All positive congenital traits become negative congenital traits, and vice versa!;;;;;;;;;;;;;x

DMCoreEvttitle21;The Horse² Lord;;;;;;;;;;;;;x
DMCoreEvtdesc21;The Dungeon Master appears, points right at you, and laughs like a madman. Suddenly a great flash of lightning strikes the sky followed shortly by a deafening horn. Some of your soldiers drop the floor screaming, your diplomat has an instant heart attack and grandma's head explodes, painting the castle walls the colour of bingo and sherry.\n"MORTALS", a voice neighs from a great distance, or perhaps not if you're living in a realm where horses might appear suddenly, "I AM THE HORSE HORSE-LORD, ENDER OF THIS EARTH AND SCORCHER OF MAN, SCOURGE OF GLUE FACTORIES AND CHEAP FROZEN LASANGA!"
A great flash of light appears in the sky, this time taking the form of the Horse Horse-Lord, and great trepidation takes hold.;;;;;;;;;;;;;x
DMCoreEvt21OptA;"We're going to need a bigger saddle...";;;;;;;;;;;;;x
DMEventTooltip21;A great Khan of Khan of Khan's appears intent on the destruction of man.;;;;;;;;;;;;;x

DMCoreEvttitle22;Divine Intervention;;;;;;;;;;;;;x
DMCoreEvtdesc22;"I've been doing some MORE science recently, and I have discovered that actually [religion_proven.GetName] is probably right! I can't guarantee it, but I've just casually slid the important documents under every rulers door. It's up to them what they do with it - I'm not their mother.";;;;;;;;;;;;;x
DMCoreEvt22OptA;"My god... he's right.";;;;;;;;;;;;;x
DMCoreEvt22OptB;"My god, he's gone completely mad...";;;;;;;;;;;;;x
DMCoreEvt22OptC;"This is... interesting...";;;;;;;;;;;;;x
DMEventTooltip22;Some rulers may convert to [religion_proven.GetName]!;;;;;;;;;;;;;x

DMCoreEvttitle23;Lost City of Gold Uncovered!;;;;;;;;;;;;;x
DMCoreEvtdesc23;Rumours have always persisted around [lost_province_of_gold.GetName] speaking of the lost city of gold, but many dismissed it as the dreams of a deseperately poor people. The Dungeon Master, feeling a great pity for the people in [lost_city_of_gold.GetName] decided to make all of their dreams come true and transformed the whole city, including it's foundations, and natural resources, into solid gold!\nUnfortunately, the tricky caused by the Dungeon Master had an unintended side effect - people were randomly turning to gold and infecting others with the same curse!;;;;;;;;;;;;;x
DMCoreEvt23OptA;"To own such a city... but the risk is too great!";;;;;;;;;;;;;x
DMEventTooltip23B;Random characters have a chance of turning into solid gold.;;;;;;;;;;;;;x
DMEventTooltip23;The owner of [lost_city_of_gold.GetName] will be tremendously wealthy.;;;;;;;;;;;;;x

DMCoreEvttitle24;Balance;;;;;;;;;;;;;x
DMCoreEvtdesc24;The Dungeon Master appears in front of you.\nHe raises his hand and snaps his fingers.;;;;;;;;;;;;;x
DMCoreEvt24OptA;"Wha...";;;;;;;;;;;;;x
DMEventTooltip24;Half of all living people die.;;;;;;;;;;;;;x

DMCoreEvttitle25;A Rose by Any Other Name;;;;;;;;;;;;;x
DMCoreEvtdesc25;"Hello!" shouts the Dungeon Master, scaring courtiers and priests alike, "I've had quite a few names given to me by frightened men, some scarier than others. One of the most memorable was a few years back - the locals used to call me the Angel of... something, but that's not important. The point is it was incredibly rude of them, I mean, all I did was this!";;;;;;;;;;;;;x
DMCoreEvt25OptA;"What did you do...?";;;;;;;;;;;;;x
DMEventTooltip25;The oldest child of each ruler dies!;;;;;;;;;;;;;x

DMCoreEvttitle26;King of Kings;;;;;;;;;;;;;x
DMCoreEvtdesc26;"I've lived a very long life and met some interesting fellows - Oh! I know, I'll introduce you to one now!" You turn and try and tell the Dungeon Master to stop, but he had already disappeared in a cloud of... sand?\n\nA great voice echoes around the halls speaking a foreign tongue that slowly begins to fade into your own language:\n\n"My name is Ozymandias, king of kings:\nLook on my works, ye Mighty, and despair!";;;;;;;;;;;;;x
DMCoreEvt26OptA;"Batten down the hatches! Quickly!";;;;;;;;;;;;;x
DMEventTooltip26;An ancient king stirs...;;;;;;;;;;;;;x

DMCoreEvttitle27;Ruler of the Jewels;;;;;;;;;;;;;x
DMCoreEvtdesc27;"I'm friends with a great jeweler, he's quite a tame guy by my standards, but he has a real talent when it comes to making rings - pretty generous too! He gave me a whole bunch of rings to hand out to lucky people! I'll see if I have one for you here.";;;;;;;;;;;;;x
DMCoreEvt27OptA;"This doesn't sound suspicious in the least!";;;;;;;;;;;;;x
DMEventTooltip27;Nine for Mortal Men...;;;;;;;;;;;;;x

DMCoreEvttitle28;Cultural Exchange;;;;;;;;;;;;;x
DMCoreEvtdesc28;"I've decided that [culture1.GetName] and [culture2.GetName] are both very backwards cultures. I've decided that both of you horribly boring people are going to speak each others languages, eat each others disgusting foods, and wear each others stupid shoes.";;;;;;;;;;;;;x
DMCoreEvt28OptA;"Well that's not very sensitive, this is a civilised time!";;;;;;;;;;;;;x
DMEventTooltip28;All characters of the two cultures switch.;;;;;;;;;;;;;x

DMCoreEvttitle29;Blessing in Disguise...?;;;;;;;;;;;;;x
DMCoreEvtdesc29;"I've been doing a bit of poking around and at the bottom of a lake I found a age-old container filled to the brim with religious texts! I have no idea who put those there but, in my usually helpful nature, I've decided to forward a copy to the relevant religious heads so they can study and make the changes that their religion must have conveniently forgotten about!";;;;;;;;;;;;;x
DMCoreEvt29OptA;"We have to do WHAT now?!";;;;;;;;;;;;;x
DMEventTooltip29;Random religions randomly gain random alterations from a random list.;;;;;;;;;;;;;x

DMCoreEvttitle30;Realm fit for a King;;;;;;;;;;;;;x
DMCoreEvtdesc30;"Maybe I've been looking at it all wrong..." says the Dungeon Master, stroking his beard, "You sick people. You actually ENJOY this don't you? This is all game to you isn't it. Unbelievable. Well, I know exactly what will solve that problem!";;;;;;;;;;;;;x
DMCoreEvt30OptA;"There's... nothing left to do...";;;;;;;;;;;;;x
DMEventTooltip30;Empires are stabilised and vassals become content.;;;;;;;;;;;;;x

DMCoreEvttitle31;Perfectly Normal Man;;;;;;;;;;;;;x
